CH1 Voltage	CH1 Current	CH1 Time	CH2 Voltage	CH2 Current	CH2 Time
1,1,773	-1.25E-04	-5.97E-11	1.56E+02	3.24E+01	-9.44E-06	1.56E+02
1,1,774	-1.19E-04	1.90E-12	1.56E+02	3.25E+01	-2.88E-06	1.56E+02
1,1,775	-1.21E-04	1.51E-11	1.57E+02	3.25E+01	4.43E-06	1.57E+02
1,1,776	-1.24E-04	1.86E-11	1.57E+02	3.26E+01	9.59E-06	1.57E+02
1,1,777	-1.18E-04	1.40E-12	1.57E+02	3.26E+01	1.26E-05	1.57E+02
1,1,778	-1.22E-04	1.74E-11	1.57E+02	3.26E+01	1.00E-05	1.57E+02
1,1,779	-1.23E-04	-1.00E-11	1.57E+02	3.27E+01	3.24E-06	1.57E+02
1,1,780	-1.25E-04	2.76E-11	1.58E+02	3.27E+01	-6.55E-06	1.58E+02
1,1,781	-1.25E-04	1.23E-11	1.58E+02	3.28E+01	1.34E-07	1.58E+02
1,1,782	-1.21E-04	1.18E-11	1.58E+02	3.28E+01	7.39E-06	1.58E+02
1,1,783	-1.25E-04	2.19E-11	1.58E+02	3.28E+01	1.16E-05	1.58E+02
1,1,784	-1.21E-04	2.18E-11	1.58E+02	3.29E+01	6.88E-06	1.58E+02
1,1,785	-1.22E-04	2.31E-11	1.59E+02	3.29E+01	1.17E-05	1.59E+02
1,1,786	-1.20E-04	6.30E-12	1.59E+02	3.30E+01	7.26E-06	1.59E+02
1,1,787	-1.22E-04	1.84E-11	1.59E+02	3.30E+01	5.27E-07	1.59E+02
1,1,788	-1.21E-04	-4.61E-11	1.59E+02	3.31E+01	-7.30E-06	1.59E+02
1,1,789	-1.22E-04	1.32E-11	1.59E+02	3.31E+01	-1.13E-05	1.59E+02
1,1,790	-1.26E-04	2.06E-11	1.60E+02	3.31E+01	-1.15E-05	1.60E+02
1,1,791	-1.21E-04	-2.60E-12	1.60E+02	3.32E+01	-7.09E-06	1.60E+02
1,1,792	-1.24E-04	2.51E-11	1.60E+02	3.32E+01	-6.80E-07	1.60E+02
1,1,793	-1.22E-04	1.81E-11	1.60E+02	3.33E+01	7.11E-06	1.60E+02
1,1,794	-1.24E-04	-4.09E-11	1.60E+02	3.33E+01	1.11E-05	1.60E+02
1,1,795	-1.22E-04	2.46E-11	1.61E+02	3.33E+01	1.19E-05	1.61E+02
1,1,796	-1.21E-04	-2.60E-12	1.61E+02	3.34E+01	7.57E-06	1.61E+02
1,1,797	-1.23E-04	2.55E-11	1.61E+02	3.34E+01	-1.76E-07	1.61E+02
1,1,798	-1.18E-04	4.07E-11	1.61E+02	3.35E+01	-7.62E-06	1.61E+02
1,1,799	-1.27E-04	-4.80E-12	1.61E+02	3.35E+01	-1.13E-05	1.61E+02
1,1,800	-1.23E-04	3.67E-11	1.62E+02	3.36E+01	-1.15E-05	1.62E+02
1,1,801	-1.23E-04	2.02E-11	1.62E+02	3.36E+01	-7.14E-06	1.62E+02
1,1,802	-1.25E-04	2.10E-12	1.62E+02	3.36E+01	-7.92E-07	1.62E+02
1,1,803	-1.20E-04	1.76E-11	1.62E+02	3.37E+01	7.09E-06	1.62E+02
1,1,804	-1.27E-04	4.30E-12	1.62E+02	3.37E+01	1.11E-05	1.62E+02
1,1,805	-1.22E-04	1.06E-11	1.63E+02	3.38E+01	1.15E-05	1.63E+02
1,1,806	-1.22E-04	-2.00E-13	1.63E+02	3.38E+01	6.51E-06	1.63E+02
1,1,807	-1.21E-04	1.50E-12	1.63E+02	3.39E+01	-8.14E-07	1.63E+02
1,1,808	-1.20E-04	2.38E-11	1.63E+02	3.39E+01	-7.82E-06	1.63E+02
1,1,809	-1.28E-04	-1.47E-11	1.63E+02	3.39E+01	-1.14E-05	1.63E+02
1,1,810	-1.22E-04	2.02E-11	1.64E+02	3.40E+01	-1.14E-05	1.64E+02
1,1,811	-1.25E-04	3.02E-11	1.64E+02	3.40E+01	-6.47E-06	1.64E+02
1,1,812	-1.23E-04	1.78E-11	1.64E+02	3.41E+01	3.92E-07	1.64E+02
1,1,813	-1.22E-04	1.78E-11	1.64E+02	3.41E+01	7.61E-06	1.64E+02
1,1,814	-1.26E-04	9.20E-12	1.64E+02	3.41E+01	1.13E-05	1.64E+02
1,1,815	-1.25E-04	-1.31E-11	1.65E+02	3.42E+01	1.17E-05	1.65E+02
1,1,816	-1.23E-04	1.23E-11	1.65E+02	3.42E+01	7.09E-06	1.65E+02
1,1,817	-1.21E-04	-6.12E-11	1.65E+02	3.43E+01	2.43E-07	1.65E+02
1,1,818	-1.22E-04	1.60E-11	1.65E+02	3.43E+01	-7.36E-06	1.65E+02
1,1,819	-1.26E-04	-2.19E-11	1.65E+02	3.44E+01	-1.13E-05	1.65E+02
1,1,820	-1.22E-04	2.19E-11	1.66E+02	3.44E+01	-1.17E-05	1.66E+02
1,1,821	-1.25E-04	3.99E-11	1.66E+02	3.44E+01	-7.77E-06	1.66E+02
1,1,822	-1.22E-04	1.66E-11	1.66E+02	3.45E+01	-5.16E-07	1.66E+02
1,1,823	-1.25E-04	1.70E-11	1.66E+02	3.45E+01	7.16E-06	1.66E+02
1,1,824	-1.23E-04	1.50E-11	1.66E+02	3.46E+01	1.12E-05	1.66E+02
1,1,825	-1.23E-04	5.40E-12	1.67E+02	3.46E+01	1.17E-05	1.67E+02
1,1,826	-1.23E-04	2.62E-11	1.67E+02	3.47E+01	7.73E-06	1.67E+02
1,1,827	-1.20E-04	-1.70E-12	1.67E+02	3.47E+01	1.16E-06	1.67E+02
1,1,828	-1.22E-04	1.35E-11	1.67E+02	3.47E+01	-6.66E-06	1.67E+02
1,1,829	-1.19E-04	1.80E-11	1.67E+02	3.48E+01	-1.12E-05	1.67E+02
1,1,830	-1.24E-04	1.88E-11	1.68E+02	3.48E+01	-1.16E-05	1.68E+02
1,1,831	-1.23E-04	3.11E-11	1.68E+02	3.49E+01	-7.03E-06	1.68E+02
1,1,832	-1.22E-04	4.20E-12	1.68E+02	3.49E+01	1.24E-05	1.68E+02
1,1,833	-1.25E-04	1.89E-11	1.68E+02	3.49E+01	1.03E-05	1.68E+02
1,1,834	-1.22E-04	4.11E-11	1.68E+02	3.50E+01	3.76E-06	1.68E+02
1,1,835	-1.25E-04	1.29E-11	1.69E+02	3.50E+01	-3.58E-06	1.69E+02
1,1,836	-1.19E-04	7.97E-11	1.69E+02	3.51E+01	-8.96E-06	1.69E+02
1,1,837	-1.22E-04	1.56E-11	1.69E+02	3.51E+01	-6.80E-06	1.69E+02
1,1,838	-1.22E-04	2.10E-11	1.69E+02	3.52E+01	-1.11E-05	1.69E+02
1,1,839	-1.19E-04	1.98E-11	1.70E+02	3.52E+01	-1.22E-05	1.70E+02
1,1,840	-1.23E-04	6.02E-11	1.70E+02	3.52E+01	-7.84E-06	1.70E+02
1,1,841	-1.21E-04	4.65E-11	1.70E+02	3.53E+01	-1.63E-06	1.70E+02
1,1,842	-1.24E-04	3.09E-11	1.70E+02	3.53E+01	6.28E-06	1.70E+02
1,1,843	-1.23E-04	2.77E-11	1.70E+02	3.54E+01	1.09E-05	1.70E+02
1,1,844	-1.22E-04	1.46E-11	1.71E+02	3.54E+01	1.24E-05	1.71E+02
1,1,845	-1.24E-04	1.37E-11	1.71E+02	3.54E+01	9.03E-06	1.71E+02
1,1,846	-1.22E-04	4.80E-11	1.71E+02	3.55E+01	2.07E-06	1.71E+02
1,1,847	-1.23E-04	1.86E-11	1.71E+02	3.55E+01	-7.66E-06	1.71E+02
1,1,848	-1.20E-04	3.76E-11	1.71E+02	3.56E+01	-1.14E-05	1.71E+02
1,1,849	-1.21E-04	2.67E-11	1.72E+02	3.56E+01	-1.13E-05	1.72E+02
1,1,850	-1.20E-04	3.65E-11	1.72E+02	3.57E+01	-6.27E-06	1.72E+02
1,1,851	-1.22E-04	1.97E-11	1.72E+02	3.57E+01	6.19E-07	1.72E+02
1,1,852	-1.26E-04	1.59E-11	1.72E+02	3.57E+01	7.70E-06	1.72E+02
1,1,853	-1.21E-04	1.36E-11	1.72E+02	3.58E+01	1.14E-05	1.72E+02
1,1,854	-1.24E-04	9.50E-12	1.73E+02	3.58E+01	1.14E-05	1.73E+02
1,1,855	-1.22E-04	-6.80E-12	1.73E+02	3.59E+01	6.10E-06	1.73E+02
1,1,856	-1.23E-04	1.20E-11	1.73E+02	3.59E+01	-9.31E-07	1.73E+02
1,1,857	-1.22E-04	8.51E-11	1.73E+02	3.60E+01	-7.80E-06	1.73E+02
1,1,858	-1.20E-04	1.66E-11	1.73E+02	3.60E+01	-1.14E-05	1.73E+02
1,1,859	-1.23E-04	3.43E-11	1.74E+02	3.60E+01	-1.16E-05	1.74E+02
1,1,860	-1.18E-04	1.65E-11	1.74E+02	3.61E+01	-6.93E-06	1.74E+02
1,1,861	-1.25E-04	6.03E-11	1.74E+02	3.61E+01	-4.18E-07	1.74E+02
1,1,862	-1.24E-04	1.81E-11	1.74E+02	3.62E+01	7.43E-06	1.74E+02
1,1,863	-1.22E-04	9.00E-12	1.74E+02	3.62E+01	1.12E-05	1.74E+02
1,1,864	-1.25E-04	2.17E-11	1.75E+02	3.62E+01	1.17E-05	1.75E+02
1,1,865	-1.22E-04	-1.83E-11	1.75E+02	3.63E+01	7.51E-06	1.75E+02
1,1,866	-1.26E-04	1.37E-11	1.75E+02	3.63E+01	9.47E-07	1.75E+02
1,1,867	-1.23E-04	8.13E-11	1.75E+02	3.64E+01	-6.87E-06	1.75E+02
1,1,868	-1.20E-04	2.19E-11	1.75E+02	3.64E+01	-1.11E-05	1.75E+02
1,1,869	-1.22E-04	1.59E-11	1.76E+02	3.65E+01	-1.15E-05	1.76E+02
1,1,870	-1.18E-04	3.03E-10	1.76E+02	3.65E+01	-7.25E-06	1.76E+02
1,1,871	-1.26E-04	5.49E-11	1.76E+02	3.65E+01	-8.35E-07	1.76E+02
1,1,872	-1.22E-04	1.18E-11	1.76E+02	3.66E+01	6.99E-06	1.76E+02
1,1,873	-1.24E-04	1.15E-11	1.76E+02	3.66E+01	1.11E-05	1.76E+02
1,1,874	-1.23E-04	1.92E-11	1.77E+02	3.67E+01	1.20E-05	1.77E+02
1,1,875	-1.21E-04	-1.74E-11	1.77E+02	3.67E+01	8.06E-06	1.77E+02
1,1,876	-1.27E-04	4.60E-12	1.77E+02	3.68E+01	1.56E-06	1.77E+02
1,1,877	-1.22E-04	7.74E-11	1.77E+02	3.68E+01	-6.57E-06	1.77E+02
1,1,878	-1.22E-04	1.83E-11	1.77E+02	3.68E+01	-1.10E-05	1.77E+02
1,1,879	-1.21E-04	3.66E-11	1.78E+02	3.69E+01	-1.20E-05	1.78E+02
1,1,880	-1.19E-04	2.39E-11	1.78E+02	3.69E+01	-7.97E-06	1.78E+02
1,1,881	-1.23E-04	1.75E-11	1.78E+02	3.70E+01	-1.73E-06	1.78E+02
1,1,882	-1.21E-04	7.27E-11	1.78E+02	3.70E+01	6.15E-06	1.78E+02
1,1,883	-1.26E-04	1.31E-11	1.78E+02	3.70E+01	1.08E-05	1.78E+02
1,1,884	-1.23E-04	2.55E-11	1.79E+02	3.71E+01	-1.22E-05	1.79E+02
1,1,885	-1.26E-04	4.25E-11	1.79E+02	3.71E+01	-1.04E-05	1.79E+02
1,1,886	-1.24E-04	1.68E-11	1.79E+02	3.72E+01	-4.19E-06	1.79E+02
1,1,887	-1.23E-04	2.53E-11	1.79E+02	3.72E+01	4.89E-06	1.79E+02
1,1,888	-1.23E-04	-4.16E-11	1.79E+02	3.73E+01	1.01E-05	1.79E+02
1,1,889	-1.19E-04	1.12E-11	1.80E+02	3.73E+01	6.97E-06	1.80E+02
1,1,890	-1.24E-04	1.60E-11	1.80E+02	3.73E+01	1.11E-05	1.80E+02
1,1,891	-1.19E-04	1.56E-11	1.80E+02	3.74E+01	1.19E-05	1.80E+02
1,1,892	-1.21E-04	-3.01E-11	1.80E+02	3.74E+01	7.97E-06	1.80E+02
1,1,893	-1.25E-04	-6.20E-12	1.80E+02	3.75E+01	1.30E-06	1.80E+02
1,1,894	-1.22E-04	1.34E-11	1.81E+02	3.75E+01	-7.28E-06	1.81E+02
1,1,895	-1.28E-04	2.12E-11	1.81E+02	3.75E+01	-1.13E-05	1.81E+02
1,1,896	-1.23E-04	3.26E-11	1.81E+02	3.76E+01	-1.17E-05	1.81E+02
1,1,897	-1.24E-04	3.56E-11	1.81E+02	3.76E+01	-7.44E-06	1.81E+02
1,1,898	-1.20E-04	-8.50E-12	1.81E+02	3.77E+01	-1.10E-06	1.81E+02
1,1,899	-1.20E-04	1.47E-11	1.82E+02	3.77E+01	6.84E-06	1.82E+02
1,1,900	-1.23E-04	1.28E-11	1.82E+02	3.78E+01	1.10E-05	1.82E+02
1,1,901	-1.18E-04	3.50E-12	1.82E+02	3.78E+01	1.17E-05	1.82E+02
1,1,902	-1.22E-04	-3.18E-11	1.82E+02	3.78E+01	5.29E-06	1.82E+02
1,1,903	-1.24E-04	5.40E-12	1.82E+02	3.79E+01	-1.79E-06	1.82E+02
1,1,904	-1.25E-04	2.15E-11	1.83E+02	3.79E+01	-7.96E-06	1.83E+02
1,1,905	-1.27E-04	2.94E-11	1.83E+02	3.80E+01	-1.17E-05	1.83E+02
1,1,906	-1.22E-04	3.57E-11	1.83E+02	3.80E+01	-1.12E-05	1.83E+02
1,1,907	-1.25E-04	3.46E-11	1.83E+02	3.81E+01	-5.46E-06	1.83E+02
1,1,908	-1.20E-04	-2.18E-11	1.83E+02	3.81E+01	1.56E-06	1.83E+02
1,1,909	-1.22E-04	1.24E-11	1.84E+02	3.81E+01	7.85E-06	1.84E+02
1,1,910	-1.23E-04	1.45E-11	1.84E+02	3.82E+01	1.17E-05	1.84E+02
1,1,911	-1.18E-04	-9.10E-12	1.84E+02	3.82E+01	1.13E-05	1.84E+02
1,1,912	-1.21E-04	-4.90E-12	1.84E+02	3.83E+01	5.22E-06	1.84E+02
1,1,913	-1.21E-04	-5.51E-11	1.84E+02	3.83E+01	-1.92E-06	1.84E+02
1,1,914	-1.27E-04	1.90E-11	1.85E+02	3.83E+01	-7.98E-06	1.85E+02
1,1,915	-1.26E-04	3.07E-11	1.85E+02	3.84E+01	-1.19E-05	1.85E+02
1,1,916	-1.24E-04	3.01E-11	1.85E+02	3.84E+01	-1.12E-05	1.85E+02
1,1,917	-1.24E-04	3.39E-11	1.85E+02	3.85E+01	-5.28E-06	1.85E+02
1,1,918	-1.21E-04	2.46E-11	1.85E+02	3.85E+01	2.01E-06	1.85E+02
1,1,919	-1.23E-04	-4.63E-11	1.86E+02	3.86E+01	7.98E-06	1.86E+02
1,1,920	-1.20E-04	1.41E-11	1.86E+02	3.86E+01	1.22E-05	1.86E+02
1,1,921	-1.19E-04	-5.50E-12	1.86E+02	3.86E+01	1.04E-05	1.86E+02
1,1,922	-1.20E-04	-2.27E-11	1.86E+02	3.87E+01	3.88E-06	1.86E+02
1,1,923	-1.21E-04	-5.29E-11	1.86E+02	3.87E+01	-3.50E-06	1.86E+02
1,1,924	-1.27E-04	1.60E-11	1.87E+02	3.88E+01	-8.89E-06	1.87E+02
1,1,925	-1.22E-04	2.62E-11	1.87E+02	3.88E+01	-1.21E-05	1.87E+02
1,1,926	-1.27E-04	4.41E-11	1.87E+02	3.89E+01	-1.05E-05	1.87E+02
1,1,927	-1.23E-04	1.56E-11	1.87E+02	3.89E+01	-4.05E-06	1.87E+02
1,1,928	-1.23E-04	1.30E-11	1.87E+02	3.89E+01	3.00E-06	1.87E+02
1,1,929	-1.25E-04	-4.46E-11	1.88E+02	3.90E+01	8.60E-06	1.88E+02
1,1,930	-1.18E-04	4.06E-11	1.88E+02	3.90E+01	1.21E-05	1.88E+02
1,1,931	-1.19E-04	-5.09E-11	1.88E+02	3.91E+01	1.06E-05	1.88E+02
1,1,932	-1.20E-04	-1.83E-10	1.88E+02	3.91E+01	3.91E-06	1.88E+02
1,1,933	-1.22E-04	-1.30E-10	1.88E+02	3.91E+01	-3.20E-06	1.88E+02
1,1,934	-1.26E-04	-3.52E-11	1.89E+02	3.92E+01	-8.79E-06	1.89E+02
1,1,935	-1.21E-04	-1.72E-11	1.89E+02	3.92E+01	-1.26E-05	1.89E+02
1,1,936	-1.25E-04	-1.31E-11	1.89E+02	3.93E+01	7.94E-06	1.89E+02
1,1,937	-1.21E-04	-4.10E-12	1.89E+02	3.93E+01	1.16E-05	1.89E+02
1,1,938	-1.23E-04	6.20E-12	1.90E+02	3.94E+01	1.14E-05	1.90E+02
1,1,939	-1.26E-04	3.36E-11	1.90E+02	3.94E+01	4.98E-06	1.90E+02
1,1,940	-1.22E-04	2.37E-11	1.90E+02	3.94E+01	-2.32E-06	1.90E+02
1,1,941	-1.22E-04	2.78E-11	1.90E+02	3.95E+01	-5.70E-06	1.90E+02
1,1,942	-1.20E-04	3.08E-11	1.90E+02	3.95E+01	-1.07E-05	1.90E+02
1,1,943	-1.24E-04	4.42E-11	1.91E+02	3.96E+01	-1.25E-05	1.91E+02
1,1,944	-1.18E-04	4.39E-11	1.91E+02	3.96E+01	-9.21E-06	1.91E+02
1,1,945	-1.25E-04	3.87E-11	1.91E+02	3.96E+01	-2.64E-06	1.91E+02
1,1,946	-1.24E-04	2.98E-11	1.91E+02	3.97E+01	5.19E-06	1.91E+02
1,1,947	-1.22E-04	2.43E-11	1.91E+02	3.97E+01	1.03E-05	1.91E+02
1,1,948	-1.27E-04	2.48E-11	1.92E+02	3.98E+01	1.26E-05	1.92E+02
1,1,949	-1.21E-04	-6.20E-12	1.92E+02	3.98E+01	9.87E-06	1.92E+02
1,1,950	-1.25E-04	5.92E-11	1.92E+02	3.99E+01	2.98E-06	1.92E+02
1,1,951	-1.21E-04	1.31E-11	1.92E+02	3.99E+01	-4.55E-06	1.92E+02
1,1,952	-1.21E-04	2.02E-11	1.92E+02	3.99E+01	-9.89E-06	1.92E+02
1,1,953	-1.24E-04	3.85E-11	1.93E+02	4.00E+01	-1.25E-05	1.93E+02
1,1,954	-1.17E-04	2.88E-11	1.93E+02	4.00E+01	-9.21E-06	1.93E+02
1,1,955	-1.25E-04	3.01E-11	1.93E+02	4.01E+01	-1.93E-06	1.93E+02
1,1,956	-1.22E-04	2.37E-11	1.93E+02	4.01E+01	5.93E-06	1.93E+02
1,1,957	-1.24E-04	-4.00E-12	1.93E+02	4.02E+01	1.08E-05	1.93E+02
1,1,958	-1.25E-04	2.49E-11	1.94E+02	4.02E+01	1.25E-05	1.94E+02
1,1,959	-1.20E-04	-1.47E-11	1.94E+02	4.02E+01	9.03E-06	1.94E+02
1,1,960	-1.26E-04	5.27E-11	1.94E+02	4.03E+01	2.35E-06	1.94E+02
1,1,961	-1.20E-04	1.01E-11	1.94E+02	4.03E+01	-5.60E-06	1.94E+02
1,1,962	-1.22E-04	1.87E-11	1.94E+02	4.04E+01	-1.06E-05	1.94E+02
1,1,963	-1.22E-04	3.35E-11	1.95E+02	4.04E+01	-1.25E-05	1.95E+02
1,1,964	-1.19E-04	2.99E-11	1.95E+02	4.04E+01	-9.16E-06	1.95E+02
1,1,965	-1.25E-04	3.15E-11	1.95E+02	4.05E+01	-2.57E-06	1.95E+02
1,1,966	-1.20E-04	2.34E-11	1.95E+02	4.05E+01	5.22E-06	1.95E+02
1,1,967	-1.26E-04	2.10E-11	1.95E+02	4.06E+01	1.06E-05	1.95E+02
1,1,968	-1.22E-04	1.97E-11	1.96E+02	4.06E+01	1.25E-05	1.96E+02
1,1,969	-1.23E-04	-1.89E-11	1.96E+02	4.07E+01	9.33E-06	1.96E+02
1,1,970	-1.25E-04	4.41E-11	1.96E+02	4.07E+01	2.57E-06	1.96E+02
1,1,971	-1.18E-04	1.54E-11	1.96E+02	4.07E+01	-5.89E-06	1.96E+02
1,1,972	-1.23E-04	1.62E-11	1.96E+02	4.08E+01	-1.08E-05	1.96E+02
1,1,973	-1.19E-04	2.44E-11	1.97E+02	4.08E+01	-1.24E-05	1.97E+02
1,1,974	-1.20E-04	3.34E-11	1.97E+02	4.09E+01	-8.86E-06	1.97E+02
1,1,975	-1.25E-04	4.54E-11	1.97E+02	4.09E+01	-2.30E-06	1.97E+02
1,1,976	-1.22E-04	1.94E-11	1.97E+02	4.10E+01	5.31E-06	1.97E+02
1,1,977	-1.25E-04	2.22E-11	1.97E+02	4.10E+01	1.04E-05	1.97E+02
1,1,978	-1.21E-04	1.18E-11	1.98E+02	4.10E+01	1.26E-05	1.98E+02
1,1,979	-1.25E-04	4.13E-11	1.98E+02	4.11E+01	9.74E-06	1.98E+02
1,1,980	-1.25E-04	-1.44E-11	1.98E+02	4.11E+01	2.87E-06	1.98E+02
1,1,981	-1.23E-04	4.44E-10	1.98E+02	4.12E+01	-4.70E-06	1.98E+02
1,1,982	1.00E-04	9.90E+37	1.98E+02	4.12E+01	-9.97E-06	1.98E+02
1,1,983	-1.22E-04	-9.90E+37	1.99E+02	4.12E+01	-1.22E-05	1.99E+02
1,1,984	-1.18E-04	7.40E-11	1.99E+02	4.13E+01	-8.50E-06	1.99E+02
1,1,985	-1.21E-04	2.92E-11	1.99E+02	4.13E+01	-2.07E-06	1.99E+02
1,1,986	-1.21E-04	-1.60E-11	1.99E+02	4.14E+01	5.70E-06	1.99E+02
1,1,987	-1.20E-04	2.02E-11	1.99E+02	4.14E+01	1.06E-05	1.99E+02
1,1,988	-1.20E-04	3.18E-11	2.00E+02	4.15E+01	-7.94E-06	2.00E+02
1,1,989	-1.21E-04	7.21E-11	2.00E+02	4.15E+01	-1.17E-05	2.00E+02
1,1,990	-1.17E-04	1.01E-10	2.00E+02	4.15E+01	-1.13E-05	2.00E+02
1,1,991	-1.19E-04	1.40E-10	2.00E+02	4.16E+01	7.27E-07	2.00E+02
1,1,992	-1.18E-04	1.08E-10	2.00E+02	4.16E+01	7.68E-06	2.00E+02
1,1,993	-1.18E-04	-4.00E-13	2.01E+02	4.17E+01	-1.97E-06	2.01E+02
1,1,994	-1.18E-04	-2.29E-11	2.01E+02	4.17E+01	-8.04E-06	2.01E+02
1,1,995	-1.15E-04	-6.83E-11	2.01E+02	4.17E+01	-1.18E-05	2.01E+02
1,1,996	-1.22E-04	-1.45E-11	2.01E+02	4.18E+01	-1.10E-05	2.01E+02
1,1,997	-1.17E-04	-3.48E-11	2.01E+02	4.18E+01	-5.19E-06	2.01E+02
1,1,998	-1.22E-04	-7.90E-12	2.02E+02	4.19E+01	1.14E-05	2.02E+02
1,1,999	-1.18E-04	5.90E-12	2.02E+02	4.19E+01	1.15E-05	2.02E+02
1,1,1000	-1.20E-04	-8.20E-12	2.02E+02	4.20E+01	6.55E-06	2.02E+02
1,1,1001	-1.23E-04	6.96E-11	2.02E+02	4.20E+01	-1.66E-06	2.02E+02
