CH1 Voltage	CH1 Current	CH1 Time	CH2 Voltage	CH2 Current	CH2 Time
1,1,281	-1.24E-04	2.72E-11	5.66E+01	1.18E+01	1.23E-05	5.66E+01
1,1,282	-1.22E-04	3.40E-12	5.68E+01	1.18E+01	9.20E-06	5.68E+01
1,1,283	-1.26E-04	2.43E-11	5.70E+01	1.18E+01	2.40E-06	5.70E+01
1,1,284	-1.22E-04	1.10E-11	5.72E+01	1.19E+01	-5.10E-06	5.72E+01
1,1,285	-1.26E-04	1.49E-11	5.74E+01	1.19E+01	-1.12E-05	5.74E+01
1,1,286	-1.23E-04	1.69E-11	5.76E+01	1.20E+01	-1.18E-05	5.76E+01
1,1,287	-1.22E-04	6.80E-12	5.78E+01	1.20E+01	-8.02E-06	5.78E+01
1,1,288	-1.23E-04	8.60E-12	5.80E+01	1.21E+01	-1.55E-06	5.80E+01
1,1,289	-1.18E-04	7.30E-12	5.82E+01	1.21E+01	6.25E-06	5.82E+01
1,1,290	-1.23E-04	5.90E-12	5.84E+01	1.21E+01	1.08E-05	5.84E+01
1,1,291	-1.18E-04	3.50E-11	5.86E+01	1.22E+01	1.24E-05	5.86E+01
1,1,292	-1.27E-04	3.20E-12	5.89E+01	1.22E+01	-7.63E-06	5.89E+01
1,1,293	-1.24E-04	3.90E-12	5.91E+01	1.23E+01	-1.13E-05	5.91E+01
1,1,294	-1.24E-04	2.50E-12	5.93E+01	1.23E+01	-1.15E-05	5.93E+01
1,1,295	-1.24E-04	1.37E-11	5.95E+01	1.23E+01	-5.20E-06	5.95E+01
1,1,296	-1.22E-04	2.20E-12	5.97E+01	1.24E+01	1.46E-06	5.97E+01
1,1,297	-1.26E-04	7.31E-11	5.99E+01	1.24E+01	3.30E-06	5.99E+01
1,1,298	-1.22E-04	1.08E-11	6.01E+01	1.25E+01	-3.88E-06	6.01E+01
1,1,299	-1.23E-04	2.50E-12	6.03E+01	1.25E+01	-9.06E-06	6.03E+01
1,1,300	-1.21E-04	1.41E-11	6.05E+01	1.26E+01	-1.22E-05	6.05E+01
1,1,301	-1.24E-04	1.02E-11	6.07E+01	1.26E+01	-1.06E-05	6.07E+01
1,1,302	-1.26E-04	7.10E-12	6.09E+01	1.26E+01	-4.68E-06	6.09E+01
1,1,303	-1.21E-04	8.40E-12	6.11E+01	1.27E+01	3.78E-06	6.11E+01
1,1,304	-1.27E-04	1.07E-11	6.13E+01	1.27E+01	9.04E-06	6.13E+01
1,1,305	-1.22E-04	1.40E-11	6.15E+01	1.28E+01	1.21E-05	6.15E+01
1,1,306	-1.25E-04	8.00E-12	6.17E+01	1.28E+01	1.08E-05	6.17E+01
1,1,307	-1.26E-04	4.81E-11	6.19E+01	1.29E+01	4.64E-06	6.19E+01
1,1,308	-1.21E-04	1.08E-11	6.21E+01	1.29E+01	-2.29E-06	6.21E+01
1,1,309	-1.23E-04	7.30E-12	6.23E+01	1.29E+01	-8.04E-06	6.23E+01
1,1,310	-1.18E-04	1.00E-11	6.25E+01	1.30E+01	-1.18E-05	6.25E+01
1,1,311	-1.25E-04	1.64E-11	6.27E+01	1.30E+01	-1.13E-05	6.27E+01
1,1,312	-1.24E-04	-1.40E-12	6.29E+01	1.31E+01	-5.22E-06	6.29E+01
1,1,313	-1.24E-04	1.08E-11	6.31E+01	1.31E+01	1.45E-06	6.31E+01
1,1,314	-1.24E-04	5.30E-12	6.33E+01	1.31E+01	7.80E-06	6.33E+01
1,1,315	-1.21E-04	1.70E-12	6.35E+01	1.32E+01	1.13E-05	6.35E+01
1,1,316	-1.27E-04	2.16E-11	6.37E+01	1.32E+01	1.17E-05	6.37E+01
1,1,317	-1.23E-04	6.30E-12	6.39E+01	1.33E+01	7.04E-06	6.39E+01
1,1,318	-1.23E-04	6.47E-11	6.41E+01	1.33E+01	4.38E-07	6.41E+01
1,1,319	-1.20E-04	9.50E-12	6.43E+01	1.34E+01	-7.63E-06	6.43E+01
1,1,320	-1.19E-04	5.40E-12	6.45E+01	1.34E+01	-1.13E-05	6.45E+01
1,1,321	-1.22E-04	1.67E-11	6.47E+01	1.34E+01	-1.15E-05	6.47E+01
1,1,322	-1.21E-04	3.80E-12	6.49E+01	1.35E+01	-7.47E-06	6.49E+01
1,1,323	-1.25E-04	2.26E-11	6.51E+01	1.35E+01	-1.35E-06	6.51E+01
1,1,324	-1.22E-04	9.20E-12	6.53E+01	1.36E+01	6.26E-06	6.53E+01
1,1,325	-1.25E-04	6.20E-12	6.55E+01	1.36E+01	1.09E-05	6.55E+01
1,1,326	-1.26E-04	1.86E-11	6.57E+01	1.37E+01	1.24E-05	6.57E+01
1,1,327	-1.22E-04	-9.00E-13	6.59E+01	1.37E+01	8.85E-06	6.59E+01
1,1,328	-1.24E-04	4.18E-11	6.61E+01	1.37E+01	2.31E-06	6.61E+01
1,1,329	-1.19E-04	-1.47E-11	6.63E+01	1.38E+01	-5.29E-06	6.63E+01
1,1,330	-1.22E-04	-4.65E-11	6.65E+01	1.38E+01	-1.03E-05	6.65E+01
1,1,331	-1.20E-04	-1.17E-11	6.67E+01	1.39E+01	-1.26E-05	6.67E+01
1,1,332	-1.23E-04	3.00E-12	6.69E+01	1.39E+01	-9.94E-06	6.69E+01
1,1,333	-1.24E-04	2.43E-11	6.71E+01	1.39E+01	-3.60E-06	6.71E+01
1,1,334	-1.22E-04	2.10E-11	6.73E+01	1.40E+01	3.42E-06	6.73E+01
1,1,335	-1.27E-04	2.11E-11	6.75E+01	1.40E+01	8.77E-06	6.75E+01
1,1,336	-1.19E-04	1.69E-11	6.77E+01	1.41E+01	1.21E-05	6.77E+01
1,1,337	-1.23E-04	2.96E-11	6.79E+01	1.41E+01	1.06E-05	6.79E+01
1,1,338	-1.21E-04	4.56E-11	6.81E+01	1.42E+01	4.62E-06	6.81E+01
1,1,339	-1.18E-04	1.36E-11	6.83E+01	1.42E+01	-2.46E-06	6.83E+01
1,1,340	-1.19E-04	3.63E-11	6.85E+01	1.42E+01	-7.88E-06	6.85E+01
1,1,341	-1.20E-04	2.40E-12	6.87E+01	1.43E+01	-1.19E-05	6.87E+01
1,1,342	-1.23E-04	1.45E-11	6.89E+01	1.43E+01	-1.12E-05	6.89E+01
1,1,343	-1.23E-04	1.52E-11	6.91E+01	1.44E+01	-6.20E-06	6.91E+01
1,1,344	-1.26E-04	1.32E-11	6.93E+01	1.44E+01	7.87E-06	6.93E+01
1,1,345	-1.24E-04	2.11E-11	6.96E+01	1.44E+01	1.16E-05	6.96E+01
1,1,346	-1.23E-04	7.70E-12	6.98E+01	1.45E+01	1.15E-05	6.98E+01
1,1,347	-1.25E-04	2.61E-11	7.00E+01	1.45E+01	6.70E-06	7.00E+01
1,1,348	-1.22E-04	6.30E-12	7.02E+01	1.46E+01	-6.90E-08	7.02E+01
1,1,349	-1.21E-04	-1.16E-11	7.04E+01	1.46E+01	-1.77E-06	7.04E+01
1,1,350	-1.21E-04	1.65E-11	7.06E+01	1.47E+01	5.76E-06	7.06E+01
1,1,351	-1.23E-04	1.55E-11	7.08E+01	1.47E+01	1.05E-05	7.08E+01
1,1,352	-1.20E-04	2.29E-11	7.10E+01	1.47E+01	1.25E-05	7.10E+01
1,1,353	-1.21E-04	7.00E-13	7.12E+01	1.48E+01	9.95E-06	7.12E+01
1,1,354	-1.27E-04	1.72E-11	7.14E+01	1.48E+01	1.11E-05	7.14E+01
1,1,355	-1.22E-04	1.20E-12	7.16E+01	1.49E+01	1.17E-05	7.16E+01
1,1,356	-1.26E-04	2.69E-11	7.18E+01	1.49E+01	7.91E-06	7.18E+01
1,1,357	-1.22E-04	6.00E-12	7.20E+01	1.50E+01	1.49E-06	7.20E+01
1,1,358	-1.25E-04	1.37E-11	7.22E+01	1.50E+01	-6.00E-06	7.22E+01
1,1,359	-1.21E-04	6.24E-11	7.24E+01	1.50E+01	-1.07E-05	7.24E+01
1,1,360	-1.19E-04	-7.80E-12	7.26E+01	1.51E+01	-1.26E-05	7.26E+01
1,1,361	-1.23E-04	1.52E-11	7.28E+01	1.51E+01	-9.61E-06	7.28E+01
1,1,362	-1.20E-04	1.00E-12	7.30E+01	1.52E+01	-2.58E-06	7.30E+01
1,1,363	-1.25E-04	5.99E-11	7.32E+01	1.52E+01	5.21E-06	7.32E+01
1,1,364	-1.23E-04	1.27E-11	7.34E+01	1.52E+01	1.02E-05	7.34E+01
1,1,365	-1.25E-04	1.03E-11	7.36E+01	1.53E+01	1.25E-05	7.36E+01
1,1,366	-1.25E-04	2.69E-11	7.38E+01	1.53E+01	1.03E-05	7.38E+01
1,1,367	-1.23E-04	2.13E-11	7.40E+01	1.54E+01	3.92E-06	7.40E+01
1,1,368	-1.25E-04	1.55E-11	7.42E+01	1.54E+01	-2.75E-06	7.42E+01
1,1,369	-1.21E-04	8.20E-12	7.44E+01	1.55E+01	-8.17E-06	7.44E+01
1,1,370	-1.20E-04	2.93E-11	7.46E+01	1.55E+01	-1.19E-05	7.46E+01
1,1,371	-1.19E-04	-1.70E-12	7.48E+01	1.55E+01	-1.05E-05	7.48E+01
1,1,372	-1.22E-04	1.32E-11	7.50E+01	1.56E+01	-4.82E-06	7.50E+01
1,1,373	-1.22E-04	3.00E-13	7.52E+01	1.56E+01	1.99E-06	7.52E+01
1,1,374	-1.22E-04	6.75E-11	7.54E+01	1.57E+01	7.83E-06	7.54E+01
1,1,375	-1.25E-04	1.49E-11	7.56E+01	1.57E+01	1.13E-05	7.56E+01
1,1,376	-1.21E-04	3.20E-12	7.58E+01	1.58E+01	1.16E-05	7.58E+01
1,1,377	-1.26E-04	4.25E-11	7.60E+01	1.58E+01	5.59E-06	7.60E+01
1,1,378	-1.22E-04	1.41E-11	7.62E+01	1.58E+01	-9.51E-07	7.62E+01
1,1,379	-1.23E-04	8.70E-12	7.64E+01	1.59E+01	-7.80E-06	7.64E+01
1,1,380	-1.20E-04	4.47E-11	7.66E+01	1.59E+01	-1.14E-05	7.66E+01
1,1,381	-1.17E-04	-9.50E-12	7.68E+01	1.60E+01	-1.15E-05	7.68E+01
1,1,382	-1.24E-04	1.24E-11	7.70E+01	1.60E+01	-7.35E-06	7.70E+01
1,1,383	-1.21E-04	-2.40E-12	7.72E+01	1.60E+01	-1.53E-06	7.72E+01
1,1,384	-1.25E-04	6.20E-11	7.74E+01	1.61E+01	5.97E-06	7.74E+01
1,1,385	-1.23E-04	1.44E-11	7.77E+01	1.61E+01	1.05E-05	7.77E+01
1,1,386	-1.24E-04	5.10E-12	7.79E+01	1.62E+01	1.23E-05	7.79E+01
1,1,387	-1.25E-04	4.21E-11	7.81E+01	1.62E+01	9.19E-06	7.81E+01
1,1,388	-1.21E-04	2.67E-11	7.83E+01	1.63E+01	2.80E-06	7.83E+01
1,1,389	-1.24E-04	1.52E-11	7.85E+01	1.63E+01	-4.62E-06	7.85E+01
1,1,390	-1.18E-04	6.95E-11	7.87E+01	1.63E+01	-9.88E-06	7.87E+01
1,1,391	-1.22E-04	-3.10E-12	7.89E+01	1.64E+01	-1.25E-05	7.89E+01
1,1,392	-1.21E-04	-1.19E-11	7.91E+01	1.64E+01	-1.00E-05	7.91E+01
1,1,393	-1.21E-04	4.80E-12	7.93E+01	1.65E+01	-3.52E-06	7.93E+01
1,1,394	-1.23E-04	5.17E-11	7.95E+01	1.65E+01	3.23E-06	7.95E+01
1,1,395	-1.22E-04	1.09E-11	7.97E+01	1.65E+01	8.22E-06	7.97E+01
1,1,396	-1.27E-04	1.78E-11	7.99E+01	1.66E+01	1.18E-05	7.99E+01
1,1,397	-1.23E-04	3.03E-11	8.01E+01	1.66E+01	1.14E-05	8.01E+01
1,1,398	-1.25E-04	3.74E-11	8.03E+01	1.67E+01	6.33E-06	8.03E+01
1,1,399	-1.22E-04	2.09E-11	8.05E+01	1.67E+01	-4.85E-07	8.05E+01
1,1,400	-1.23E-04	7.90E-12	8.07E+01	1.68E+01	-7.40E-06	8.07E+01
1,1,401	-1.23E-04	-4.48E-11	8.09E+01	1.68E+01	9.76E-06	8.09E+01
1,1,402	-1.20E-04	7.80E-12	8.11E+01	1.68E+01	1.21E-05	8.11E+01
1,1,403	-1.24E-04	3.23E-11	8.13E+01	1.69E+01	1.07E-05	8.13E+01
1,1,404	-1.18E-04	1.45E-11	8.15E+01	1.69E+01	1.08E-06	8.15E+01
1,1,405	-1.25E-04	-5.30E-11	8.17E+01	1.70E+01	-6.18E-06	8.17E+01
1,1,406	-1.23E-04	1.31E-11	8.19E+01	1.70E+01	1.16E-05	8.19E+01
1,1,407	-1.26E-04	3.66E-11	8.21E+01	1.71E+01	8.13E-06	8.21E+01
1,1,408	-1.23E-04	2.71E-11	8.23E+01	1.71E+01	2.01E-06	8.23E+01
1,1,409	-1.22E-04	1.25E-11	8.25E+01	1.71E+01	-5.45E-06	8.25E+01
1,1,410	-1.25E-04	4.00E-12	8.27E+01	1.72E+01	-1.02E-05	8.27E+01
1,1,411	-1.18E-04	1.41E-11	8.29E+01	1.72E+01	-1.25E-05	8.29E+01
1,1,412	-1.22E-04	-6.10E-12	8.31E+01	1.73E+01	-1.02E-05	8.31E+01
1,1,413	-1.20E-04	-2.90E-12	8.33E+01	1.73E+01	-2.97E-06	8.33E+01
1,1,414	-1.21E-04	9.60E-12	8.35E+01	1.73E+01	4.12E-06	8.35E+01
1,1,415	-1.24E-04	6.69E-11	8.37E+01	1.74E+01	8.95E-06	8.37E+01
1,1,416	-1.22E-04	2.90E-12	8.39E+01	1.74E+01	1.20E-05	8.39E+01
1,1,417	-1.27E-04	3.23E-11	8.41E+01	1.75E+01	1.11E-05	8.41E+01
1,1,418	-1.21E-04	1.87E-11	8.43E+01	1.75E+01	5.56E-06	8.43E+01
1,1,419	-1.24E-04	2.74E-11	8.45E+01	1.76E+01	-1.14E-06	8.45E+01
1,1,420	-1.21E-04	7.30E-12	8.47E+01	1.76E+01	-7.74E-06	8.47E+01
1,1,421	-1.18E-04	4.78E-11	8.49E+01	1.76E+01	-1.13E-05	8.49E+01
1,1,422	-1.21E-04	-2.10E-12	8.51E+01	1.77E+01	-1.15E-05	8.51E+01
1,1,423	-1.22E-04	-5.80E-12	8.53E+01	1.77E+01	-6.40E-06	8.53E+01
1,1,424	-1.22E-04	1.08E-11	8.55E+01	1.78E+01	1.91E-07	8.55E+01
1,1,425	-1.20E-04	5.76E-11	8.58E+01	1.78E+01	7.30E-06	8.58E+01
1,1,426	-1.27E-04	1.91E-11	8.60E+01	1.79E+01	1.11E-05	8.60E+01
1,1,427	-1.22E-04	1.17E-11	8.62E+01	1.79E+01	1.21E-05	8.62E+01
1,1,428	-1.26E-04	2.56E-11	8.64E+01	1.79E+01	9.04E-06	8.64E+01
1,1,429	-1.23E-04	3.10E-11	8.66E+01	1.80E+01	2.62E-06	8.66E+01
1,1,430	-1.22E-04	1.07E-11	8.68E+01	1.80E+01	-5.74E-06	8.68E+01
1,1,431	-1.23E-04	6.10E-11	8.70E+01	1.81E+01	-1.06E-05	8.70E+01
1,1,432	-1.18E-04	1.70E-12	8.72E+01	1.81E+01	-1.26E-05	8.72E+01
1,1,433	-1.23E-04	-1.67E-10	8.74E+01	1.81E+01	-9.94E-06	8.74E+01
1,1,434	-1.22E-04	-3.60E-12	8.76E+01	1.82E+01	-3.74E-06	8.76E+01
1,1,435	-1.22E-04	7.40E-12	8.78E+01	1.82E+01	2.91E-06	8.78E+01
1,1,436	-1.23E-04	6.80E-11	8.80E+01	1.83E+01	8.19E-06	8.80E+01
1,1,437	-1.22E-04	8.50E-12	8.82E+01	1.83E+01	1.16E-05	8.82E+01
1,1,438	-1.28E-04	2.82E-11	8.84E+01	1.84E+01	1.14E-05	8.84E+01
1,1,439	-1.21E-04	2.03E-11	8.86E+01	1.84E+01	6.53E-06	8.86E+01
1,1,440	-1.24E-04	3.07E-11	8.88E+01	1.84E+01	-1.22E-07	8.88E+01
1,1,441	-1.23E-04	1.28E-11	8.90E+01	1.85E+01	-7.32E-06	8.90E+01
1,1,442	-1.19E-04	5.36E-11	8.92E+01	1.85E+01	-1.12E-05	8.92E+01
1,1,443	-1.21E-04	6.20E-12	8.94E+01	1.86E+01	-1.19E-05	8.94E+01
1,1,444	-1.22E-04	-2.02E-11	8.96E+01	1.86E+01	-8.44E-06	8.96E+01
1,1,445	-1.20E-04	1.96E-11	8.98E+01	1.86E+01	-2.42E-06	8.98E+01
1,1,446	-1.21E-04	5.96E-11	9.00E+01	1.87E+01	5.38E-06	9.00E+01
1,1,447	-1.26E-04	1.02E-11	9.02E+01	1.87E+01	1.04E-05	9.02E+01
1,1,448	-1.23E-04	2.14E-11	9.04E+01	1.88E+01	1.25E-05	9.04E+01
1,1,449	-1.24E-04	2.61E-11	9.06E+01	1.88E+01	9.70E-06	9.06E+01
1,1,450	-1.23E-04	2.27E-11	9.08E+01	1.89E+01	2.72E-06	9.08E+01
1,1,451	-1.22E-04	1.37E-11	9.10E+01	1.89E+01	-4.52E-06	9.10E+01
1,1,452	-1.23E-04	7.08E-11	9.12E+01	1.89E+01	-9.64E-06	9.12E+01
1,1,453	-1.19E-04	-8.00E-13	9.14E+01	1.90E+01	-1.23E-05	9.14E+01
1,1,454	-1.22E-04	-1.67E-11	9.16E+01	1.90E+01	-1.04E-05	9.16E+01
1,1,455	-1.21E-04	6.30E-12	9.18E+01	1.91E+01	-4.62E-06	9.18E+01
1,1,456	-1.19E-04	8.60E-12	9.20E+01	1.91E+01	2.09E-06	9.20E+01
1,1,457	-1.25E-04	7.19E-11	9.22E+01	1.92E+01	7.86E-06	9.22E+01
1,1,458	-1.23E-04	3.12E-11	9.24E+01	1.92E+01	3.55E-06	9.24E+01
1,1,459	-1.25E-04	1.97E-11	9.26E+01	1.92E+01	-3.39E-06	9.26E+01
1,1,460	-1.22E-04	9.60E-12	9.28E+01	1.93E+01	-8.39E-06	9.28E+01
1,1,461	-1.26E-04	1.50E-11	9.30E+01	1.93E+01	-1.20E-05	9.30E+01
1,1,462	-1.23E-04	-3.40E-12	9.32E+01	1.94E+01	-1.11E-05	9.32E+01
1,1,463	-1.19E-04	3.16E-11	9.34E+01	1.94E+01	-1.21E-05	9.34E+01
1,1,464	-1.21E-04	1.06E-11	9.36E+01	1.94E+01	-1.08E-05	9.36E+01
1,1,465	-1.20E-04	-4.30E-12	9.39E+01	1.95E+01	-5.23E-06	9.39E+01
1,1,466	-1.23E-04	1.00E-13	9.41E+01	1.95E+01	1.42E-06	9.41E+01
1,1,467	-1.21E-04	6.58E-11	9.43E+01	1.96E+01	7.76E-06	9.43E+01
1,1,468	-1.25E-04	1.82E-11	9.45E+01	1.96E+01	1.15E-05	9.45E+01
1,1,469	-1.22E-04	1.38E-11	9.47E+01	1.97E+01	1.15E-05	9.47E+01
1,1,470	-1.24E-04	2.46E-11	9.49E+01	1.97E+01	7.04E-06	9.49E+01
1,1,471	-1.24E-04	2.48E-11	9.51E+01	1.97E+01	3.20E-07	9.51E+01
1,1,472	-1.21E-04	1.48E-11	9.53E+01	1.98E+01	-7.07E-06	9.53E+01
1,1,473	-1.20E-04	5.41E-11	9.55E+01	1.98E+01	-1.12E-05	9.55E+01
1,1,474	-1.19E-04	-1.00E-12	9.57E+01	1.99E+01	-1.22E-05	9.57E+01
1,1,475	-1.24E-04	3.60E-12	9.59E+01	1.99E+01	-8.81E-06	9.59E+01
1,1,476	-1.21E-04	-1.30E-12	9.61E+01	2.00E+01	-2.43E-06	9.61E+01
1,1,477	-1.23E-04	6.05E-11	9.63E+01	2.00E+01	5.44E-06	9.63E+01
1,1,478	-1.25E-04	1.45E-11	9.65E+01	2.00E+01	1.03E-05	9.65E+01
1,1,479	-1.21E-04	1.90E-12	9.67E+01	2.01E+01	1.25E-05	9.67E+01
1,1,480	-1.27E-04	3.94E-11	9.69E+01	2.01E+01	1.02E-05	9.69E+01
1,1,481	-1.22E-04	2.49E-11	9.71E+01	2.02E+01	3.75E-06	9.71E+01
1,1,482	-1.24E-04	1.78E-11	9.73E+01	2.02E+01	-3.01E-06	9.73E+01
1,1,483	-1.23E-04	9.30E-12	9.75E+01	2.02E+01	-8.28E-06	9.75E+01
1,1,484	-1.17E-04	2.08E-11	9.77E+01	2.03E+01	-1.19E-05	9.77E+01
1,1,485	-1.22E-04	5.00E-13	9.79E+01	2.03E+01	-1.11E-05	9.79E+01
1,1,486	-1.20E-04	-6.20E-12	9.81E+01	2.04E+01	-5.60E-06	9.81E+01
1,1,487	-1.22E-04	1.23E-11	9.83E+01	2.04E+01	7.05E-07	9.83E+01
1,1,488	-1.22E-04	7.05E-11	9.85E+01	2.05E+01	7.75E-06	9.85E+01
1,1,489	-1.25E-04	1.36E-11	9.87E+01	2.05E+01	1.12E-05	9.87E+01
1,1,490	-1.24E-04	2.57E-11	9.89E+01	2.05E+01	1.16E-05	9.89E+01
1,1,491	-1.24E-04	3.47E-11	9.91E+01	2.06E+01	5.16E-06	9.91E+01
